exec_date,id,side,price,size,buy_child_order_acceptance_id,sell_child_order_acceptance_id
2019-02-04T03:00:33.703,785250752,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030023-637948
2019-02-04T03:00:33.703,785250751,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030023-637712
2019-02-04T03:00:33.703,785250750,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030022-637161
2019-02-04T03:00:33.703,785250749,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030022-636567
2019-02-04T03:00:33.703,785250748,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030021-634933
2019-02-04T03:00:33.703,785250747,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-025957-628072
2019-02-04T03:00:33.703,785250746,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-025957-628016
2019-02-04T03:00:33.703,785250745,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-025957-627851
2019-02-04T03:00:33.703,785250744,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-025956-627426
2019-02-04T03:00:33.703,785250743,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030028-640496
2019-02-04T03:00:33.703,785250742,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640315
2019-02-04T03:00:33.703,785250741,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640284
2019-02-04T03:00:33.703,785250740,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640256
2019-02-04T03:00:33.703,785250739,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640128
2019-02-04T03:00:33.703,785250738,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640076
2019-02-04T03:00:33.703,785250737,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-640018
2019-02-04T03:00:33.703,785250736,BUY,369427,0.01,JRF20190204-030033-108530,JRF20190204-030027-639985
2019-02-04T03:00:33.703,785250735,BUY,369427,0.025,JRF20190204-030033-108530,JRF20190204-025958-628334
2019-02-04T03:00:33.703,785250734,BUY,369426,0.01,JRF20190204-030033-108530,JRF20190204-030032-570361
2019-02-04T03:00:33.703,785250733,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030033-641641
2019-02-04T03:00:33.703,785250732,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030033-641588
2019-02-04T03:00:33.703,785250731,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030032-641524
2019-02-04T03:00:33.703,785250730,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030032-641418
2019-02-04T03:00:33.703,785250729,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030032-641388
2019-02-04T03:00:33.703,785250728,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030032-641327
2019-02-04T03:00:33.703,785250727,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030014-633215
2019-02-04T03:00:33.703,785250726,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030013-633165
2019-02-04T03:00:33.703,785250725,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030013-633138
2019-02-04T03:00:33.703,785250724,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030013-633060
2019-02-04T03:00:33.703,785250723,BUY,369425,0.01,JRF20190204-030033-108530,JRF20190204-030014-633547
